CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A ENERO 2022

ESTACION  : 14202
NOMBRE    : MEDRANO
ESTADO    : JALISCO
MUNICIPIO : GUADALAJARA
SITUACION : OPERANDO
ORGANISMO : LERMA SANTIAGO PACÍFICO
CVE-OMM   : Nulo
LATITUD   : 020.666°
LONGITUD  : -103.321°
ALTITUD   : 1559 msnm

EMISIÓN   : 02/02/2022      	

		PRECIP	EVAP	TMAX	TMIN
  Fecha     	(MM)	(MM)	(°C)	(°C)
27/08/2018	11.4	1.6	28.1	17.9
28/08/2018	4.3	1.5	27.7	15.9
29/08/2018	20.6	1.3	25.4	16.1
30/08/2018	0.5	1.3	26	16.4
31/08/2018	8.6	1.6	24.9	17.3
01/09/2018	0.3	1	25.7	17
02/09/2018	39.1	0.8	26.9	18.1
03/09/2018	0	1.3	28.6	16.8
04/09/2018	5.6	1.6	27.9	17.1
05/09/2018	31	1.7	26.8	15.6
06/09/2018	0.5	0.8	25.3	15.9
07/09/2018	4.1	1.3	27.5	18
08/09/2018	0	1.5	27.1	17.4
09/09/2018	0	1.6	26.9	17.6
10/09/2018	12.2	0.5	24.3	18.6
11/09/2018	15	0.5	26.4	18.2
12/09/2018	2.3	0.5	27.3	17.4
13/09/2018	7.9	0.7	25.6	18.4
14/09/2018	7.6	1.2	26.6	17.7
15/09/2018	1.8	1.4	26.5	16.6
16/09/2018	12.2	0.5	24	17.4
17/09/2018	0	0.9	27.2	17.2
18/09/2018	19.1	1.4	26	17
19/09/2018	36.6	0.6	26.4	16.7
20/09/2018	0	1.7	28.1	16.9
21/09/2018	0	1.6	28.7	18.4
22/09/2018	19.8	1.4	28.6	19.8
23/09/2018	2	1.5	27.3	16.2
24/09/2018	0.3	1.1	28.4	17.2
25/09/2018	41.9	1.5	27.8	18.2
26/09/2018	42.4	0.9	26.7	15.8
27/09/2018	0.8	1.1	26.5	16.3
28/09/2018	28.7	1.3	26.5	16.6
29/09/2018	12.7	0.8	24.6	16.2
30/09/2018	8.9	1.4	26.6	16.4
01/10/2018	1.8	1.3	27.3	17.1
02/10/2018	0	1.9	27.4	17.2
03/10/2018	0.5	2	27.3	17
04/10/2018	2.3	1.9	27	17.2
05/10/2018	5.6	1.4	27.2	17.6
06/10/2018	0.3	1	26.4	18.2
07/10/2018	0.3	1.3	26.5	16.9
08/10/2018	0	1.6	25.8	17.3
09/10/2018	0	2.5	26.3	15.6
10/10/2018	0	2.1	27.6	14.9
11/10/2018	0	2	28.1	16.3
12/10/2018	4.6	2.1	27.9	16.8
13/10/2018	0	1.9	28	17.8
14/10/2018	0	0.8	26	17.8
15/10/2018	0	0.8	24.6	18.1
16/10/2018	0	0.7	24.9	18.3
17/10/2018	0	2.4	26.5	17.3
18/10/2018	0	2.8	25.4	17.3
19/10/2018	0.5	2.2	26.6	17.4
20/10/2018	1.3	1.6	27.3	18.1
21/10/2018	10.4	0.9	24.4	17.7
22/10/2018	0.8	0.8	22.4	16.1
23/10/2018	0	0.9	22.2	16.8
24/10/2018	0	1.6	25.2	17.9
25/10/2018	0	1.3	26.6	17.6
26/10/2018	0	1.8	27.8	17.3
27/10/2018	0	2.1	27.6	17.5
28/10/2018	1.5	2.2	26.6	16.8
29/10/2018	0	2.5	26.7	15.8
30/10/2018	0	2.5	27.4	15.9
31/10/2018	0	1.3	26	16.8
01/11/2018	0	1.5	24.4	17.9
02/11/2018	0	1.8	23.3	16.7
03/11/2018	1.5	1.3	22	16.6
04/11/2018	3	0.6	18.8	14.5
05/11/2018	0	1.3	22.8	14.4
06/11/2018	0	2	26.8	14.2
07/11/2018	0	2.3	28.9	15.3
08/11/2018	0	2.6	28	16.6
09/11/2018	0	3.4	28.4	15.8
10/11/2018	0	2.7	26.8	16.4
11/11/2018	0	2.7	27.1	16.9
12/11/2018	0	2.7	23.6	15.7
13/11/2018	0.5	2.5	24.9	14.7
14/11/2018	0	2.1	19.6	8.6
15/11/2018	0	2.5	23.5	9.1
16/11/2018	0	2.5	23.7	10.2
17/11/2018	0	2.9	24	11.5
18/11/2018	0	4	26.5	12.2
19/11/2018	0	3.3	26.5	12.2
20/11/2018	0	3.1	25.7	13.4
21/11/2018	0	3.5	28.1	14.3
22/11/2018	0	3.3	27.7	14.1
23/11/2018	0	3.8	28.4	13.8
24/11/2018	0	2.4	27.4	14
25/11/2018	0	3.3	25.5	13.3
26/11/2018	0	3	25.1	12.8
27/11/2018	4.3	2.6	24.8	13.8
28/11/2018	22.3	0.3	16.3	13.9
29/11/2018	0	0.7	17.7	11.2
30/11/2018	0	1.7	22.8	11.1
01/12/2018	0	1.6	25.1	11.8
02/12/2018	0	2	24.6	11.2
03/12/2018	0	2.4	25.6	10.9
04/12/2018	0	2	26.7	12
05/12/2018	0	1.7	26.3	13.5
06/12/2018	0	1.7	25.5	15.8
07/12/2018	0	1.3	24.6	16.2
08/12/2018	0	1.7	24.8	15.3
09/12/2018	0	2.2	24.8	13.7
10/12/2018	0	2.3	24.7	13.3
11/12/2018	0	2.3	23.9	12.8
12/12/2018	0	2.3	23.1	13.2
13/12/2018	0	2.1	21.9	13.6
14/12/2018	0	3.7	22.1	11.8
15/12/2018	0	3.6	22.2	5.6
16/12/2018	0	3.4	21.9	5.8
17/12/2018	0	3.2	24.8	10.3
18/12/2018	0	3	24.2	11.8
19/12/2018	0	3.1	23.2	11.2
20/12/2018	0	4.1	23.6	8.3
21/12/2018	0	3.8	23.4	7.6
22/12/2018	0	3.7	24	7.7
23/12/2018	0	3.9	25.3	8.2
24/12/2018	0	3.3	22.6	8.8
25/12/2018	0	2.6	23.6	10.5
26/12/2018	0	2.4	24.4	11.1
27/12/2018	0	2.1	20.9	11.3
28/12/2018	0	2.5	20.4	10.5
29/12/2018	0	2.6	22.3	10.9
30/12/2018	0	2.6	19.8	11.3
31/12/2018	0	2.4	19.9	11.9
01/01/2019	0	2.1	20.9	9.9
02/01/2019	0	3	24.2	10.1
03/01/2019	0	3.1	24.9	11.1
04/01/2019	0	3.2	25.1	11.8
05/01/2019	0	3.2	26.9	12.7
06/01/2019	0	4.2	25.4	13.3
07/01/2019	0	2.8	27.8	13.6
08/01/2019	0	4.1	28.8	14.3
09/01/2019	0	3.8	24.9	10.8
10/01/2019	0	3.3	24.3	10.9
11/01/2019	4.6	2.4	23.3	11.1
12/01/2019	0	3	24.3	13.2
13/01/2019	0	3	24.5	12.8
14/01/2019	3.8	2.6	24.3	12.8
15/01/2019	0.3	2.1	21.7	12.8
16/01/2019	0	2.5	23.5	13.4
17/01/2019	0	2	22	13.7
18/01/2019	0	1.8	22.6	14.2
19/01/2019	0	4	26.7	12.2
20/01/2019	0	3.4	24.1	10.9
21/01/2019	0	3.9	27	11.1
22/01/2019	0	4	25.6	12
23/01/2019	0	3.8	25.8	13.4
24/01/2019	0	4.1	26.3	12.2
25/01/2019	0	3.8	26.2	12.3
26/01/2019	0	4.6	25	13.1
27/01/2019	0	4.3	23.2	9
28/01/2019	0	4.3	24.7	8.6
29/01/2019	0	4.3	26.2	8.7
30/01/2019	0	4.7	24.7	10.7
31/01/2019	0	4.2	24.2	10.7
01/02/2019	0	4.2	25.3	10.9
02/02/2019	0	4.2	26.3	11.8
03/02/2019	0	4	26.3	11.7
04/02/2019	0	4.2	27.9	11.9
05/02/2019	0	4.2	28.5	13.1
06/02/2019	0	5.1	29.2	13.4
07/02/2019	0	3.6	28.6	13.2
08/02/2019	0	3.7	27.8	14.4
09/02/2019	0	3.7	27.2	14.7
10/02/2019	0	3.9	27.1	14.9
11/02/2019	0	4.2	26.2	14.6
12/02/2019	0	3.8	27.4	15
13/02/2019	0	4.5	27.1	13.8
14/02/2019	0	4.9	27.6	13.9
15/02/2019	0	4.6	29.8	14.7
16/02/2019	0	4.8	31.7	14.8
17/02/2019	0	6.8	28.1	16.3
18/02/2019	0	3	29.3	14.9
19/02/2019	0	6.3	26.5	15.8
20/02/2019	0	6.7	27.4	13.4
21/02/2019	0	7.1	26.1	14
22/02/2019	0	5.4	24	13.7
23/02/2019	0	4.3	24.1	14.3
24/02/2019	0	6.8	29.7	13.5
25/02/2019	0	6.6	28.6	14.5
26/02/2019	0	7.4	28.9	16.3
27/02/2019	0	7.5	29.9	16
28/02/2019	0	7.7	31.3	15.5
01/03/2019	0	7.3	29.8	16.3
02/03/2019	0	7.2	30.3	15.6
03/03/2019	0	8	31.8	16
04/03/2019	0	7.7	31.4	16.8
05/03/2019	0	7.3	32.1	16.9
06/03/2019	0	7.8	31.1	16.9
07/03/2019	0	6.8	30.6	16.4
08/03/2019	0	7.6	30.8	17.3
09/03/2019	0	8.3	29.6	16.8
10/03/2019	0	7.5	31	17.1
11/03/2019	0	6.7	32.8	17
12/03/2019	0	7	29.8	17.3
13/03/2019	0	4.2	28	14.6
14/03/2019	0	6.8	30.1	14.7
15/03/2019	0	7.4	30.2	15.3
16/03/2019	0	5.8	26.6	16.7
17/03/2019	0	5.4	27.2	16.8
18/03/2019	0	3.7	27.2	16.4
19/03/2019	0	7.3	27.4	15.8
20/03/2019	0	6.7	27.5	14.5
21/03/2019	0	6.5	28.8	14.8
22/03/2019	0	7.5	27.6	15.6
23/03/2019	0	7.1	27.6	14.3
24/03/2019	0	7.1	29.9	15.7
25/03/2019	0	7.4	31.9	16.2
26/03/2019	0	7.2	31.9	17.8
27/03/2019	0	6.2	30	17.2
28/03/2019	0	8	30.8	17.2
29/03/2019	0	9.2	31.1	17.8
30/03/2019	0	8.6	31.2	15.5
31/03/2019	0	8.3	31.1	16.1
01/04/2019	0	8.3	29.9	16.9
02/04/2019	0	7.7	30.1	16.8
03/04/2019	0	7.7	28.5	16.8
04/04/2019	0	7.3	29	16.4
05/04/2019	0	7	28.3	17.4
06/04/2019	0	9.8	28.9	17.6
07/04/2019	0	7.7	29.2	14.5
08/04/2019	0	7.4	29.7	16
09/04/2019	0	7.3	30.3	16.6
10/04/2019	0	8.6	30.4	17.3
11/04/2019	0	8.4	29.5	16.1
12/04/2019	0	5.8	28.1	16.1
13/04/2019	0	6.6	28.2	15
14/04/2019	0	6.1	30.6	14.1
15/04/2019	0	5.1	31.3	14.1
16/04/2019	0	6.5	31.9	16.7
17/04/2019	0	6.7	31.9	17.2
18/04/2019	0	4	31	18.1
19/04/2019	0	5.5	30.5	19.1
20/04/2019	0	5.7	31.8	17.5
21/04/2019	0	6.5	32.2	18.6
22/04/2019	0	6.4	32.4	18.1
23/04/2019	0	5.4	29.3	17.3
24/04/2019	0	4.7	30.8	19.1
25/04/2019	0	5.7	32.4	17.9
26/04/2019	0	5.9	31.6	19.5
27/04/2019	0	5.8	32.1	19.5
28/04/2019	0	5.3	32.4	20.6
29/04/2019	0	6.1	33.8	19.7
30/04/2019	0	6	33.8	19.3
01/05/2019	0	6.6	33.8	19.3
02/05/2019	0	6.9	33.9	20.6
03/05/2019	0	6.9	32.3	19.6
04/05/2019	0	5.2	31.2	20.7
05/05/2019	0	6.5	31.8	19.3
06/05/2019	0	6.9	28.6	17.8
07/05/2019	0	5.7	30.1	16.1
08/05/2019	0	7.4	30.7	17
09/05/2019	0	6.1	31.3	17.1
10/05/2019	0	6.4	31.3	17.6
11/05/2019	0	6.6	32.6	17.8
12/05/2019	0	6.7	31.2	18.2
13/05/2019	0	6.9	31.8	17.9
14/05/2019	0	7.2	33.2	17.7
15/05/2019	0	5.7	33.3	17.7
16/05/2019	0	6.4	33.4	20.2
17/05/2019	0	6.4	33.1	19.8
18/05/2019	0	4	32.2	20.2
19/05/2019	0	6.8	33.8	22.4
20/05/2019	0	6.9	33.2	19.5
21/05/2019	0	6.8	32.8	19.4
22/05/2019	0	6.4	32.3	18.6
23/05/2019	0	6.6	33.1	19.5
24/05/2019	0	5.9	34.1	20.3
25/05/2019	0	5.8	33.8	20.4
26/05/2019	0	5.5	32.6	20.9
27/05/2019	0	5.1	30.9	21.6
28/05/2019	0	6.1	32.1	20.4
29/05/2019	0	6.1	32.3	20.6
30/05/2019	0	5.7	33.3	19.7
31/05/2019	1.8	4.4	32.7	19.6
01/06/2019	0	5.6	31.6	19.6
02/06/2019	1.8	4.1	31.6	20.8
03/06/2019	0.3	4.3	31.4	19.2
04/06/2019	0	4.2	29.9	18.9
05/06/2019	0	3.1	26.8	19.5
06/06/2019	0	5.9	32.3	19.5
07/06/2019	0	3.6	31.7	19.9
08/06/2019	0	4.2	32.4	21.7
09/06/2019	0	5.5	34.9	21.7
10/06/2019	0	6.9	33.8	20.8
11/06/2019	0.5	5.6	32.2	21.4
12/06/2019	0.5	5.9	33.4	21.7
13/06/2019	2	5.2	30.2	19.1
14/06/2019	0	5.3	32.2	19.9
15/06/2019	0.5	4.6	31.8	19.9
16/06/2019	3.8	4	30.8	20
17/06/2019	3.6	4.9	30.9	18.7
18/06/2019	0	3.3	29.6	18.8
19/06/2019	0	3.5	27.8	17.2
20/06/2019	0	0.6	27.6	17.1
21/06/2019	0	4.7	-99999	-99999
22/06/2019	0	5.9	32.3	20.4
23/06/2019	0	5.9	32.3	19.9
24/06/2019	0	6.2	32.6	20.4
25/06/2019	2.5	4.3	30.4	19.1
26/06/2019	2.8	4.1	30.7	18.6
27/06/2019	3.6	4.2	29.1	18.5
28/06/2019	0	5.5	30.3	18.4
29/06/2019	35.8	4.4	29.9	18.8
30/06/2019	0	3.8	27.3	12.9
01/07/2019	0.8	4.7	27.9	16.8
02/07/2019	12.7	4.6	29.1	16.6
03/07/2019	0	4.5	28.5	15.9
04/07/2019	0.5	4.5	29.9	18.7
05/07/2019	0	4.4	28.8	18.9
06/07/2019	0	6.3	31.6	19.2
07/07/2019	0.3	3.9	29.9	20.5
08/07/2019	43.9	4.6	31.3	19.9
09/07/2019	12.4	5.1	30.4	15.8
10/07/2019	4.6	5.1	31.1	16.7
11/07/2019	7.9	4.6	29.1	16.9
12/07/2019	0	3.9	27.3	16.2
13/07/2019	28.2	4.8	29.1	17.2
14/07/2019	12.4	4.4	28.7	16.4
15/07/2019	11.4	4	28.2	16.9
16/07/2019	2.8	5.4	29.2	17.1
17/07/2019	3	4.9	29.2	16.7
18/07/2019	0	3	27.7	18.1
19/07/2019	18.2	3.8	28	18.7
20/07/2019	3.8	2.8	25.5	16.3
21/07/2019	5.3	3.7	25.9	16.1
22/07/2019	0	4.3	27.3	16.5
23/07/2019	8.9	3.5	25.7	16.5
24/07/2019	1	3.3	25.6	17.1
25/07/2019	0.5	3.4	26	17.3
26/07/2019	11.7	4	27.3	17.9
27/07/2019	0	3.3	26.7	16.7
28/07/2019	8.1	4.2	28.2	18.3
29/07/2019	30.5	4.1	27.9	15.9
30/07/2019	0	4.3	27.3	14.4
31/07/2019	0.3	5.1	28.7	17.7
01/08/2019	0	5.5	28.8	18.3
02/08/2019	0	5.5	29.8	19.4
03/08/2019	0	4.2	29.7	19.7
04/08/2019	0	3.6	28.6	19.5
05/08/2019	7.6	3.7	27.6	19
06/08/2019	11.9	3.8	26.3	17.3
07/08/2019	7.1	3.6	27.3	16.2
08/08/2019	0	2.6	25.8	17.1
09/08/2019	12.4	4.9	28.7	16.9
10/08/2019	0.3	3.6	27.6	16.6
11/08/2019	17.8	4.3	28.3	18.2
12/08/2019	0	4.6	29.4	16.8
13/08/2019	0.5	4.5	28.7	18.2
14/08/2019	9.9	5.2	29.8	17.9
15/08/2019	0	4.9	28.6	17.6
16/08/2019	1	4.8	30.2	17.3
17/08/2019	0	4.6	29.8	18.7
18/08/2019	0	2.3	29.2	19.6
19/08/2019	0	4.7	29.2	21.2
20/08/2019	0	6.5	29.6	20
21/08/2019	0	4.8	28.8	20.3
22/08/2019	0.3	0.5	25.9	20.2
23/08/2019	3.5	4.7	28.1	18.8
24/08/2019	1	3.2	27.1	17.5
25/08/2019	8.9	2.8	26.8	17.5
26/08/2019	7.9	2.7	27.1	18.8
27/08/2019	13.5	3.2	26.4	17.9
28/08/2019	12.2	4	28.5	15.8
29/08/2019	0	5.2	28.5	17.3
30/08/2019	0	4.7	28.7	18.4
31/08/2019	0	4.5	28.8	19
01/09/2019	8.9	5.2	28.4	18.3
02/09/2019	2.8	4.3	28.9	19
03/09/2019	0	4.9	28.6	17.1
04/09/2019	3.8	3	28.2	18.6
05/09/2019	22.6	3.5	28.7	17.9
06/09/2019	1.5	4.3	27.2	17.4
07/09/2019	0	2.5	26.8	17.7
08/09/2019	2	2.8	26.5	18
09/09/2019	0	3.8	27.5	17.3
10/09/2019	0	4	27.6	18.4
11/09/2019	0	3.8	27.5	18.6
12/09/2019	1.3	3.9	27.8	18.1
13/09/2019	9.9	4	27.7	18.7
14/09/2019	0	4.2	27.2	18.2
15/09/2019	0	4.9	28.3	17.6
16/09/2019	0	4.1	28.6	18.8
17/09/2019	0	4.7	29.2	19.4
18/09/2019	0	2.1	26.5	19.6
19/09/2019	6.9	3.8	25.8	19.3
20/09/2019	0	3	26.6	17.4
21/09/2019	0	4.5	29.5	18.4
22/09/2019	0	4.2	29.4	19.3
23/09/2019	1.5	3.4	29.2	19.1
24/09/2019	0	4.7	30.1	18.9
25/09/2019	0	3.1	27.3	18.9
26/09/2019	0.8	4.2	28.6	19.4
27/09/2019	0	4.1	29.9	18.9
28/09/2019	1.8	4.3	29.2	19.7
29/09/2019	13.2	2.4	25.1	19.2
30/09/2019	0.3	2.6	24.5	18.1
01/10/2019	1	4	27.1	18.2
02/10/2019	12.7	3.4	27.7	17.8
03/10/2019	0	3.5	26.7	16.9
04/10/2019	0	4.4	28.3	17.7
05/10/2019	0	3.5	28.2	18.6
06/10/2019	0	4.1	28.4	19.8
07/10/2019	0	3.6	28.4	19.8
08/10/2019	0	4	27.6	16.7
09/10/2019	0	-99999	-99999	17.6
10/10/2019	0	0.6	29.2	-99999
11/10/2019	0	3.5	29.4	20
12/10/2019	0	4	28.1	18.6
13/10/2019	4.1	3.3	28.4	18.4
14/10/2019	0	4.1	29.2	17.9
15/10/2019	0	4.2	30.4	17.9
16/10/2019	0	4.2	28.8	18.2
17/10/2019	13.2	2.4	25.6	18.9
18/10/2019	0.3	1.4	24.6	18.2
19/10/2019	0	2	25.3	18.7
20/10/2019	1.3	1.8	23.8	18.7
21/10/2019	0	1.8	23.1	17.2
22/10/2019	3	2.1	26.9	17.1
23/10/2019	0	3.4	26.3	15.7
24/10/2019	0	3	26.6	16.1
25/10/2019	0	2.9	26.1	17.6
26/10/2019	0	3	25.4	16.5
27/10/2019	0	4	26.5	15.8
28/10/2019	0.5	3.1	26.2	15
29/10/2019	0	3.6	27.2	15.3
30/10/2019	0	2.8	26.5	16.2
31/10/2019	35.2	3.2	28.5	17.1
01/11/2019	0.8	3.3	25.6	15
02/11/2019	3.5	2.4	26.4	15.1
03/11/2019	1.8	3	25.3	15.3
04/11/2019	0.5	3.2	26.7	16.7
05/11/2019	0	3.5	28.7	16.8
06/11/2019	0	4.3	26.6	16.8
07/11/2019	0	2.9	27.9	17.3
08/11/2019	0	4	27.9	17.7
09/11/2019	0	3.8	27.9	15.7
10/11/2019	0	4.1	28.3	15.7
11/11/2019	0	3.6	27.6	16.7
12/11/2019	1.8	2.4	25.7	16.7
13/11/2019	5.8	1.1	19.4	15.4
14/11/2019	0	2.8	22.6	14.5
15/11/2019	0	3.1	23.7	14.5
16/11/2019	2.5	2.7	25.1	15.2
17/11/2019	0.3	1.7	21.9	15.4
18/11/2019	0	2	24.2	15.5
19/11/2019	0	3	25.3	14.6
20/11/2019	0	2.5	25.7	14.6
21/11/2019	0	3.3	26.6	15.8
22/11/2019	0	3.5	27.8	15.5
23/11/2019	0	3.4	27.8	15.3
24/11/2019	0	3.7	27.7	15.3
25/11/2019	0	3.8	26.3	14.3
26/11/2019	0	2.8	25.6	15.2
27/11/2019	0	3.9	27.4	15.4
28/11/2019	0	3.8	27.2	14.9
29/11/2019	0	3.7	27.7	14.8
30/11/2019	0	4.2	27.6	15.5
01/12/2019	0	3.8	28.8	14.4
02/12/2019	0.3	3.6	28.2	15.3
03/12/2019	0	3.8	27.1	15.9
04/12/2019	0	3.4	26.8	14.4
05/12/2019	0	3.3	26.4	14.4
06/12/2019	0	4.6	27.7	14.4
07/12/2019	0	3	26.2	13.2
08/12/2019	0	3.5	26.3	12.3
09/12/2019	0	3.7	25.7	12.8
10/12/2019	0	3.3	24.9	12.6
11/12/2019	0	3.3	24.8	11.7
12/12/2019	0	3.5	25.6	12.4
13/12/2019	0	4.1	25.6	12.4
14/12/2019	0	4	27.1	11.1
15/12/2019	0	4.3	25.4	11.1
16/12/2019	0	3.9	25.1	11.8
17/12/2019	0	3.5	25.3	11.9
18/12/2019	0	2.3	22.1	12.2
19/12/2019	0	3.1	23.4	10.7
20/12/2019	0.3	1	16.7	10.8
21/12/2019	0.3	1	16.6	13.4
22/12/2019	0.3	2.5	19.1	9
23/12/2019	0	3.5	24.1	9.6
24/12/2019	0	3.5	24.8	12.2
25/12/2019	0	3.6	25	12.6
26/12/2019	0	3.9	25.3	11.8
27/12/2019	0	3.9	25.7	12.5
28/12/2019	0	3.1	21.3	13.1
29/12/2019	0	2.2	20.7	13.6
30/12/2019	0	3.9	25.2	11.1
31/12/2019	0	3.7	24.9	11.3
01/01/2020	38.9	2.2	22.3	13.2
02/01/2020	0.4	3.7	20.4	10.6
03/01/2020	0	3.9	23.5	7.8
04/01/2020	0	4.8	21.4	7.8
05/01/2020	0	3.9	23.8	6.3
06/01/2020	0	4.7	24	7.2
07/01/2020	0	3.7	25.3	9.1
08/01/2020	0	3.4	24.3	9.9
09/01/2020	0	3.7	25.4	10.2
10/01/2020	0	4.3	25.9	11.5
11/01/2020	0	3.7	26.6	12.8
12/01/2020	0	3.6	25.4	12.1
13/01/2020	0	3.9	27.2	12.2
14/01/2020	0	3.7	26.2	12.7
15/01/2020	0	3.5	26.8	13.1
16/01/2020	0	3.7	27.6	14.7
17/01/2020	0	4	25.9	14.8
18/01/2020	0.8	1.8	25.4	14.9
19/01/2020	0	3.7	25.6	14.9
20/01/2020	0	3.8	25	13.9
21/01/2020	0	4.2	25.7	12.8
22/01/2020	0	4.5	25.2	12.8
23/01/2020	0	1.9	20.4	15.8
24/01/2020	0	3.8	24.3	12
25/01/2020	0	3.9	23.2	12.1
26/01/2020	0	3	22.9	15
27/01/2020	0	4.2	24.9	11.1
28/01/2020	0	4.1	24.8	10.8
29/01/2020	0	3.9	26	11
30/01/2020	0	2	18.9	11.6
31/01/2020	0	2.7	23.7	11.6
01/02/2020	0	2.4	19.1	12.2
02/02/2020	4.6	1.8	19.6	13.1
03/02/2020	26.5	0.6	17	12.6
04/02/2020	0.3	2.2	20.6	12.7
05/02/2020	0	3	20.9	14.2
06/02/2020	0	5.2	23.1	7.9
07/02/2020	0	2.4	25.9	8.9
08/02/2020	0	3.4	25.7	10.1
09/02/2020	0	3.8	25.8	11.7
10/02/2020	0	4.3	26.6	13.3
11/02/2020	0	4.3	27.3	12.9
12/02/2020	0	3.7	24.1	12.5
13/02/2020	0	3.8	25.2	11.6
14/02/2020	0	4.3	26.7	12.3
15/02/2020	0	3.6	26.2	12.3
16/02/2020	0	4.3	28.9	14.7
17/02/2020	0	4.3	30.7	15.1
18/02/2020	0	3.4	30.8	15
19/02/2020	0	4.5	30.7	21
20/02/2020	0	4.7	30.6	14.9
21/02/2020	0	4	27.3	15.6
22/02/2020	0	3.7	27.2	14.9
23/02/2020	0	1.4	19.9	15.2
24/02/2020	0	3.4	23.8	10.9
25/02/2020	0	3	22.9	13.2
26/02/2020	0	3.4	23.4	15
27/02/2020	0	4.4	26.1	11.1
28/02/2020	0	4.5	28.1	12.4
29/02/2020	0	4.9	28.6	15.6
01/03/2020	0	5.3	28.8	15.8
02/03/2020	0	6.2	30	15.3
03/03/2020	0	6.5	27.8	15.3
04/03/2020	0	5.3	26.6	14.9
05/03/2020	0	4.6	29.1	15.5
06/03/2020	0	5.2	28.1	15.3
07/03/2020	0	3.4	27.4	14.5
08/03/2020	0	3.4	27.7	16.4
09/03/2020	0	4.2	28.6	16.9
10/03/2020	0	4.7	30.3	17.7
11/03/2020	0	5	30.8	18.1
12/03/2020	0	4.9	30.9	18.2
13/03/2020	0	5.3	31.2	17.4
14/03/2020	0	5.1	31.8	17.8
15/03/2020	0	4.7	30.8	17.8
16/03/2020	0	4.9	30.5	18.1
17/03/2020	0	4.6	29.1	17.4
18/03/2020	0	3.2	29.6	17.1
19/03/2020	0	5.9	30.1	19.3
20/03/2020	0	5.3	31.4	16.1
21/03/2020	0	5	30.7	18.3
22/03/2020	0	5.8	32.2	17.7
23/03/2020	0	6.1	32.6	18.6
24/03/2020	0	6	34.3	18.3
25/03/2020	0	5.9	34.2	18.1
26/03/2020	0	6.1	34.2	18.5
27/03/2020	0	6.4	31	18.7
28/03/2020	0	6.1	31.1	17.3
29/03/2020	0	5.7	30.7	17.8
30/03/2020	0	6.1	31.2	18.4
31/03/2020	0	6	31.9	17.8
01/04/2020	0	5.6	30.9	18.3
02/04/2020	0	6	31.2	17.4
03/04/2020	0	5.8	31.3	17.9
04/04/2020	0	5.9	31.1	18.3
05/04/2020	0	6	29.8	17.1
06/04/2020	0	6.7	29.7	17.3
07/04/2020	0	5	31.9	16.5
08/04/2020	0	6	32.2	17.4
09/04/2020	0	6.1	32.2	17.5
10/04/2020	0	5.8	31.9	17.9
11/04/2020	0	5.6	30.3	17.8
12/04/2020	0	6.4	31.1	18.1
13/04/2020	0	6.2	30.9	17.1
14/04/2020	0	6.8	32.3	16.2
15/04/2020	0	6.5	32.6	16.2
16/04/2020	0	6.2	32.7	17.9
17/04/2020	0	5.4	31.6	18.5
18/04/2020	0	3.1	31.2	19
19/04/2020	0	6	32.1	20.3
20/04/2020	0	6.4	32.8	18.7
21/04/2020	0	6	34.1	18.9
22/04/2020	0	5.5	32.6	19.4
23/04/2020	0	6.4	33.1	19.1
24/04/2020	0	6.5	32.9	17.3
25/04/2020	0	6	33.9	18.1
26/04/2020	0	6.3	33.5	19.7
27/04/2020	0	5.9	33.3	20.4
28/04/2020	0	6.4	32.1	19.7
29/04/2020	0	6.2	33.1	19.1
30/04/2020	0	5.4	32.3	19.2
01/05/2020	0	5.6	32	18
02/05/2020	0	6.1	33.3	19.3
03/05/2020	0	5.8	33.9	19.6
04/05/2020	0.8	5.5	33.8	21.3
05/05/2020	5.1	5.1	32.9	18.9
06/05/2020	0.3	5.2	30	17.8
07/05/2020	0.5	2.4	27.5	16.7
08/05/2020	0	4.5	29.8	16.8
09/05/2020	0	5.8	30.9	17.8
10/05/2020	0	6.4	31.6	18.3
11/05/2020	0	6.2	31	17.7
12/05/2020	0	6.2	31.7	17.9
13/05/2020	0	6.5	32.2	18.9
14/05/2020	0	6.9	32	18.4
15/05/2020	0	6.9	31.6	18.1
16/05/2020	0	7.4	30.4	18.6
17/05/2020	0	6.4	32.2	17.1
18/05/2020	0	3.8	32.2	19.2
19/05/2020	0	6.3	33.1	20.8
20/05/2020	0	6.7	33.1	20
21/05/2020	0	7.9	32.8	19.6
22/05/2020	0	8.1	31.8	19
23/05/2020	0	7.6	32.3	18.3
24/05/2020	0	7.7	31.5	18.2
25/05/2020	0	7	32.4	17.4
26/05/2020	0	7.6	32.8	17.7
27/05/2020	0	7.5	33.1	18.3
28/05/2020	0	6.3	33.8	18
29/05/2020	0	5.6	32.5	20.8
30/05/2020	0	6.3	29.4	19.7
31/05/2020	1.8	6.3	31.6	18.7
01/06/2020	0	6	32.4	20.1
02/06/2020	0	6.7	33	19.3
03/06/2020	0.3	7.3	35	20.8
04/06/2020	0	6.7	35.2	22.4
05/06/2020	0	6.5	36.1	23.1
06/06/2020	0	6.7	34.3	21.3
07/06/2020	0	4.1	30.9	20.5
08/06/2020	0	6.4	31.6	20.3
